streetname,num_of_uplifts,maintenance_suggestion,repair_priority,surface_type,length_ft,area_sy,sci_2023,sw_id,avg_width,num_of_distresses,bufferwidth_avg,num_crack_minor,num_crack_moderate,num_crack_severe,num_grass_present,num_surface_distortion_minor,num_surface_distortion_mod,num_surface_distortion_severe,num_uplift_general_minor,num_uplift_general_moderate,num_uplift_general_severe,num_uplift_tree_minor,num_uplift_tree_moderate,num_uplift_tree_severe,num_utility_hazard_present,avg_stress_lvl_Dummy
N BROOKFIELD ST,60,Reconstruction,72.78635373,Concrete,650,325,17,4797,4.5,155,,22,5,0,59,9,0,0,45,10,5,0,0,0,0,
WERWINSKI ST,7,Defer Maintenance,59.23858232,Concrete,498,269.75,78,4798,4.875,28,,11,0,0,9,1,0,0,6,1,0,0,0,0,0,
WERWINSKI ST,10,Defer Maintenance,65.67190706,Concrete,437,236.7100067,63,4799,4.875,39,,12,2,0,13,2,0,0,4,3,0,0,1,2,0,
LONGLEY AVE,10,Reconstruction,74.07029556,Concrete,435,235.6199951,37,4800,4.875,65,,20,6,4,7,14,4,0,4,4,2,0,0,0,0,
LONGLEY AVE,2,Defer Maintenance,65.6421715,Concrete,283,172.9400024,75,4801,5.5,24,,5,1,0,16,0,0,0,2,0,0,0,0,0,0,
LONGLEY AVE,17,Reconstruction,71.81579024,Concrete,497,296.8200073,36,4802,5.375,96,,28,7,2,24,15,3,0,5,6,2,1,1,2,0,
ROGER ST,16,Reconstruction,67.87117182,Concrete,589,343.5799866,37,4803,5.25,134,,43,17,0,43,14,0,1,12,3,1,0,0,0,0,
FASSNACHT AVE,11,Defer Maintenance,67.46912169,Concrete,413,258.1199951,61,4804,5.625,25,,3,0,0,10,1,0,0,2,3,1,2,1,2,0,
FASSNACHT AVE,12,Reconstruction,66.17248816,Concrete,468,253.5,59,4805,4.875,44,,3,3,0,25,1,0,0,2,2,0,3,3,2,0,
FASSNACHT AVE,5,Defer Maintenance,65.0468402,Concrete,290,173.1900024,77,4806,5.375,16,,2,0,0,8,1,0,0,3,1,0,1,0,0,0,
COLLEGE ST,13,Reconstruction,84.63383679,Concrete,261,155.8800049,22,4807,5.375,37,,8,1,0,13,1,0,1,0,2,1,0,4,6,0,
WILBER ST,0,Reconstruction,81.79216955,Concrete,302,163.5800018,29,4808,4.875,19,,0,0,0,9,0,0,10,0,0,0,0,0,0,0,
SIBLEY ST,6,Reconstruction,65.79639283,Concrete,479,246.1499939,58,4809,4.625,57,,18,3,0,17,10,2,1,2,2,0,2,0,0,0,
SIBLEY ST,7,Reconstruction,76.57846493,Concrete,259,147.4900055,46,4810,5.125,24,,6,0,0,9,2,0,0,0,1,3,0,1,2,0,
N BROOKFIELD ST,16,Reconstruction,76.18093714,Concrete,345,210.8300018,41,4811,5.5,27,,6,0,0,3,2,0,0,10,5,1,0,0,0,0,
KENWOOD AVE,4,Defer Maintenance,56.16383251,Concrete,584,316.3299866,81,4812,4.875,26,,16,0,0,5,1,0,0,1,1,1,0,0,1,0,
FLORENCE ST,7,Reconstruction,88.54658005,Concrete,417,214.2899933,0,4813,4.625,42,,14,3,0,14,3,0,1,0,0,0,3,2,2,0,
COLLEGE ST,4,Defer Maintenance,68.94240588,Concrete,269,168.1199951,66,4814,5.625,31,,13,1,0,11,2,0,0,2,1,0,1,0,0,0,
WILBER ST,0,Defer Maintenance,64.36641121,Concrete,305,165.2100067,79,4815,4.875,5,,2,0,0,1,0,0,2,0,0,0,0,0,0,0,
FLORENCE ST,5,Reconstruction,76.58797156,Concrete,285,162.2899933,42,4816,5.125,46,,22,5,2,4,8,0,0,3,1,0,0,0,1,0,
FLORENCE ST,6,Reconstruction,92.62093598,Concrete,275,156.6000061,0,4817,5.125,24,,6,0,0,7,1,1,3,0,1,1,0,0,4,0,
WILBER ST,0,Defer Maintenance,57.78517452,Concrete,301,171.3999939,98,4818,5.125,2,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
JOHNSON ST,3,Defer Maintenance,57.80575601,Concrete,454,258.5299988,87,4819,5.125,8,,0,0,0,5,0,0,0,1,2,0,0,0,0,0,
COLLEGE ST,13,Reconstruction,83.44280949,Concrete,267,152.0399933,21,4820,5.125,76,,23,7,2,17,7,7,0,5,3,1,2,0,2,0,
LINDEN AVE,4,Defer Maintenance,72.86367107,Concrete,200,122.2200012,62,4821,5.5,8,,2,0,0,2,0,0,0,2,0,1,0,0,0,1,
LINDEN AVE,0,Defer Maintenance,59.82142857,Concrete,190,108.1900024,100,4822,5.125,0,,,,,,,,,,,,,,,,
N BROOKFIELD ST,4,Reconstruction,71.19796884,Concrete,282,141,58,4823,4.5,39,,10,0,0,23,2,0,0,0,1,1,0,1,1,0,
OBRIEN ST,8,Reconstruction,72.02325841,Concrete,307,153.5,54,4824,4.5,39,,12,4,0,9,6,0,0,3,2,0,1,0,2,0,
PARALLEL ST,0,Defer Maintenance,68.96093287,Concrete,187,106.4899979,73,4825,5.125,16,,3,0,0,13,0,0,0,0,0,0,0,0,0,0,
ORANGE ST,12,Defer Maintenance,38.8905206,Concrete,823,502.9400024,66,4826,5.5,48,,24,4,0,2,6,0,0,4,4,2,0,0,0,2,
OBRIEN ST,5,Defer Maintenance,65.23066337,Concrete,383,244.6900024,70,4827,5.75,18,,9,1,0,1,2,0,0,2,1,1,0,0,0,1,
LINCOLN WAY W,14,Reconstruction,46.79962168,Concrete,463,282.9400024,56,4828,5.5,20,,4,0,0,0,2,0,0,8,6,0,0,0,0,0,
ORANGE ST,5,Defer Maintenance,45.72386528,Concrete,373,202.0399933,81,4829,4.875,11,,1,0,0,5,0,0,0,4,1,0,0,0,0,0,
VASSAR AVE,1,Defer Maintenance,50.70988495,Concrete,609,346.7900085,97,4830,5.125,2,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
BERTRAND ST,15,Reconstruction,63.58206578,Concrete,596,322.8299866,57,4831,4.875,50,,16,1,0,17,1,0,0,9,4,2,0,0,0,0,
LINDEN AVE,1,Defer Maintenance,65.63266487,Concrete,109,59.04000092,89,4832,4.875,2,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
LINDEN AVE,6,Reconstruction,76.78344096,Concrete,224,121.3300018,49,4833,4.875,12,,2,0,0,3,1,0,0,1,2,2,0,0,1,0,
JOHNSON ST,17,Reconstruction,80.22519281,Concrete,263,149.7599945,33,4834,5.125,49,,12,0,0,18,2,0,0,15,1,1,0,0,0,0,
JOHNSON ST,19,Reconstruction,91.6151542,Concrete,161,91.68000031,8,4835,5.125,49,,14,3,3,2,7,1,0,13,4,2,0,0,0,0,
JOHNSON ST,46,Reconstruction,78.12796018,Concrete,472,275.3299866,18,4836,5.25,116,,24,3,0,37,6,0,0,36,9,1,0,0,0,0,
JOHNSON ST,67,Reconstruction,80.52028729,Concrete,525,284.3800049,5,4837,4.875,143,,26,8,3,15,23,1,0,38,14,14,0,0,1,0,
RUPEL ST,8,Reconstruction,78.70193196,Concrete,438,249.4199982,20,4838,5.125,103,,19,14,0,42,6,0,14,3,3,1,0,0,1,0,
COLLEGE ST,0,Reconstruction,92.58027144,Concrete,308,158.2799988,0,4839,4.625,3,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
WILBER ST,6,Reconstruction,85.86202746,Concrete,308,175.3899994,4,4840,5.125,150,,36,17,3,46,26,3,13,2,2,2,0,0,0,0,
WILBER ST,3,Reconstruction,73.88697081,Concrete,311,177.1000061,47,4841,5.125,54,,18,9,0,18,6,0,0,2,0,1,0,0,0,0,
LINDEN AVE,2,Defer Maintenance,67.20950079,Concrete,199,121.6100006,78,4842,5.5,7,,4,1,0,0,0,0,0,1,1,0,0,0,0,0,
LINCOLN WAY W,10,Defer Maintenance,41.81104908,Concrete,541,330.6099853,65,4843,5.5,17,,3,0,0,0,4,0,0,5,3,2,0,0,0,0,
COLLEGE ST,18,Reconstruction,80.11546541,Concrete,377,204.2100067,25,4844,4.875,55,,17,4,0,1,14,0,1,5,10,3,0,0,0,0,
COLLEGE ST,39,Reconstruction,80.16336326,Concrete,441,245,15,4845,5,110,,24,6,3,25,10,3,0,23,13,2,0,0,0,1,
N ADAMS ST,68,Reconstruction,78.21213396,Concrete,572,317.7799988,10,4846,5,126,,12,0,0,37,9,0,0,47,14,7,0,0,0,0,
JOHNSON ST,2,Defer Maintenance,66.91332435,Concrete,192,98.66999817,79,4847,4.625,10,,3,0,0,5,0,0,0,0,0,0,1,1,0,0,
N JACKSON ST,5,Reconstruction,97.70000389,Concrete,41,21.06999969,3,4848,4.625,10,,2,1,0,0,2,0,0,1,1,2,0,0,1,0,
N ADAMS ST,13,Reconstruction,71.70827539,Concrete,403,268.6700134,49,4849,6,33,,10,2,0,0,8,0,0,6,7,0,0,0,0,0,
COLLEGE ST,11,Reconstruction,78.53706126,Concrete,408,221,24,4850,4.875,88,,21,10,3,20,12,8,3,3,4,2,0,1,1,0,
COLLEGE ST,8,Defer Maintenance,62.22220466,Concrete,416,254.2200012,77,4851,5.5,10,,2,0,0,0,0,0,0,6,1,0,0,0,1,0,
N ELMER ST,48,Reconstruction,88.88738415,Concrete,251,142.9299927,2,4852,5.125,124,,30,5,1,18,22,0,0,31,10,7,0,0,0,0,
HUEY ST,68,Reconstruction,80.3619448,Concrete,542,286.0599976,5,4853,4.75,136,,26,0,0,15,27,0,0,33,18,16,0,0,1,0,
N ELMER ST,36,Reconstruction,84.69415889,Concrete,341,194.1799927,13,4854,5.125,71,,15,4,0,6,9,0,1,25,8,3,0,0,0,0,
HUEY ST,67,Reconstruction,86.10817862,Concrete,414,218.5,3,4855,4.75,82,,11,0,0,3,1,0,0,42,10,13,0,0,2,0,
PRAST BLVD,18,Reconstruction,79.44220894,Concrete,278,169.8899994,37,4856,5.5,21,,3,0,0,0,0,0,0,15,3,0,0,0,0,0,
PRAST BLVD,10,Reconstruction,72.0431348,Concrete,262,141.9199982,59,4857,4.875,19,,7,0,0,2,0,0,0,10,0,0,0,0,0,0,
N ELMER ST,19,Reconstruction,84.38450055,Concrete,243,135,22,4858,5,56,,12,3,0,18,4,0,0,12,7,0,0,0,0,0,
FREDERICKSON ST,16,Reconstruction,81.96328886,Concrete,252,154,32,4859,5.5,18,,0,0,0,1,1,0,0,13,1,2,0,0,0,0,
HUEY ST,34,Reconstruction,88.84495687,Concrete,233,122.9700012,12,4860,4.75,38,,3,0,0,0,1,0,0,24,6,0,1,1,2,0,
FREDRICKSON ST,15,Reconstruction,76.41614717,Concrete,285,178.1199951,45,4861,5.625,21,,2,0,0,3,1,0,0,13,2,0,0,0,0,0,
HUEY ST,53,Reconstruction,79.8357493,Concrete,514,306.9700012,13,4862,5.375,90,,4,0,0,32,1,0,0,35,8,8,0,0,2,0,
LONGLEY AVE,13,Reconstruction,76.3169962,Concrete,261,155.8800049,47,4863,5.375,20,,6,0,0,0,1,0,0,10,0,1,0,0,2,0,
LONGLEY AVE,6,Reconstruction,76.61104519,Concrete,135,71.25,56,4864,4.75,7,,1,0,0,0,0,0,0,6,0,0,0,0,0,0,
HUEY ST,9,Defer Maintenance,70.54486837,Concrete,265,147.2200012,64,4865,5,9,,0,0,0,0,0,0,0,9,0,0,0,0,0,0,
HUEY ST,0,Defer Maintenance,58.81359229,Concrete,285,174.1699982,96,4866,5.5,4,,1,0,0,3,0,0,0,0,0,0,0,0,0,0,
LINDEN AVE,14,Reconstruction,66.32345147,Concrete,632,403.7799988,48,4867,5.75,39,,11,2,0,8,3,1,0,1,4,6,0,0,0,3,
SADIE ST,10,Reconstruction,71.40919347,Concrete,389,237.7200012,53,4868,5.5,11,,1,0,0,0,0,0,0,1,7,0,0,0,0,2,
HUEY ST,6,Defer Maintenance,62.31610389,Concrete,384,234.6699982,79,4869,5.5,9,,1,0,0,1,1,0,0,3,0,0,1,0,0,2,
ORANGE ST,0,Defer Maintenance,51.46405717,Concrete,184,99.66999817,78,4870,4.875,8,,4,1,0,0,3,0,0,0,0,0,0,0,0,0,
HUEY ST,5,Reconstruction,68.97469438,Concrete,405,247.5,54,4871,5.5,58,,21,4,0,20,7,1,0,0,0,1,1,1,2,0,
SADIE ST,4,Reconstruction,69.83334225,Concrete,402,251.25,52,4872,5.625,56,,15,3,3,20,10,0,1,1,3,0,0,0,0,0,
HUEY ST,26,Reconstruction,74.20522403,Concrete,452,269.9400024,39,4873,5.375,30,,2,0,0,1,1,0,0,22,2,2,0,0,0,0,
HUEY ST,5,Defer Maintenance,60.43471548,Concrete,456,285,79,4874,5.625,13,,7,0,0,1,0,0,0,2,2,0,0,0,0,1,
ROGER ST,12,Defer Maintenance,60.67120197,Concrete,609,346.7900085,68,4875,5.125,13,,0,0,0,1,0,0,0,7,4,1,0,0,0,0,
BERTRAND ST,21,Reconstruction,65.22711358,Concrete,611,373.3900147,54,4876,5.5,24,,2,1,0,0,0,0,0,9,2,3,0,4,3,0,
KENWOOD AVE,15,Defer Maintenance,62.31603095,Concrete,634,387.4400024,61,4877,5.5,20,,1,0,0,4,0,0,0,2,5,0,0,4,4,0,
SMITH ST,8,Defer Maintenance,57.29630044,Concrete,623,398.0299988,76,4878,5.75,18,,6,0,0,3,1,0,0,4,2,1,0,0,0,1,
N ELMER ST,58,Reconstruction,84.79472005,Concrete,391,211.7899933,4,4879,4.875,124,,23,6,5,9,23,0,0,29,15,10,0,0,4,0,
HUEY ST,85,Reconstruction,79.33614075,Concrete,529,279.1900024,2,4880,4.75,203,,34,2,0,9,60,12,1,46,29,10,0,0,0,0,
N ELMER ST,38,Reconstruction,90.37913453,Concrete,258,139.75,4,4881,4.875,58,,10,4,2,1,2,1,0,15,15,4,0,0,4,0,
HUEY ST,65,Reconstruction,84.45887593,Concrete,429,226.4199982,6,4882,4.75,88,,16,2,1,1,1,2,0,47,13,5,0,0,0,0,
PRAST BLVD,18,Reconstruction,79.87919775,Concrete,288,156,35,4883,4.875,22,,4,0,0,0,0,0,0,13,4,0,0,0,0,1,
PRAST BLVD,12,Reconstruction,73.55510197,Concrete,266,162.5599976,55,4884,5.5,14,,2,0,0,0,0,0,0,12,0,0,0,0,0,0,
N ELMER ST,15,Reconstruction,90.37012633,Concrete,127,72.31999969,16,4885,5.125,27,,7,0,0,4,1,0,0,13,2,0,0,0,0,0,
HUEY ST,29,Reconstruction,89.83526302,Concrete,232,122.4400024,10,4886,4.75,31,,2,0,0,0,0,0,0,17,8,2,0,0,2,0,
HUEY ST,121,Reconstruction,75.5510805,Concrete,680,358.8900147,3,4887,4.75,197,,28,6,3,15,19,3,2,71,24,19,2,1,4,0,
LONGLEY AVE,45,Reconstruction,70.53705154,Concrete,614,383.75,35,4888,5.625,63,,6,1,0,7,4,0,0,41,4,0,0,0,0,0,
HUEY ST,17,Reconstruction,77.73016494,Concrete,266,158.8600006,42,4889,5.375,27,,2,1,1,4,2,0,0,17,0,0,0,0,0,0,
HUEY ST,1,Defer Maintenance,62.45471587,Concrete,282,180.1699982,85,4890,5.75,14,,2,0,0,10,1,0,0,1,0,0,0,0,0,0,
LINDEN AVE,14,Reconstruction,84.69232322,Concrete,244,149.1100006,25,4891,5.5,17,,3,0,0,0,0,0,0,2,6,2,0,0,2,2,
SADIE ST,4,Defer Maintenance,62.78992784,Concrete,388,220.9400024,77,4892,5.125,13,,8,0,0,0,1,0,0,2,1,1,0,0,0,0,
HUEY ST,5,Defer Maintenance,63.86093092,Concrete,391,276.9599915,74,4893,6.375,11,,4,0,0,1,1,0,0,1,3,0,0,0,0,1,
ORANGE ST,16,Reconstruction,71.48406728,Concrete,248,151.5599976,15,4894,5.5,34,,10,0,0,2,6,0,0,4,7,5,0,0,0,0,
HUEY ST,20,Reconstruction,77.29153497,Concrete,405,230.6199951,29,4895,5.125,75,,24,2,1,11,16,1,0,10,8,1,0,0,0,1,
SADIE ST,8,Reconstruction,72.63994923,Concrete,401,239.4900055,43,4896,5.375,68,,16,10,2,18,13,1,0,4,3,0,0,0,0,1,
HUEY ST,21,Reconstruction,79.31012517,Concrete,279,162.75,37,4897,5.25,24,,2,0,0,0,1,0,0,21,0,0,0,0,0,0,
HUEY ST,3,Defer Maintenance,66.06432899,Concrete,239,159.3300018,78,4898,6,12,,2,0,0,6,1,0,0,2,0,0,0,0,0,1,
LINDEN AVE,3,Defer Maintenance,65.07587067,Concrete,246,164,81,4899,6,5,,2,0,0,0,0,0,0,2,1,0,0,0,0,0,
ROGER ST,7,Defer Maintenance,56.48158729,Concrete,608,346.2200012,80,4900,5.125,11,,3,0,0,0,1,0,0,2,2,1,0,1,1,0,
BERTRAND ST,14,Defer Maintenance,60.47900275,Concrete,611,347.9299927,68,4901,5.125,17,,2,0,0,0,1,0,0,6,6,0,2,0,0,0,
KENWOOD AVE,21,Reconstruction,66.54248077,Concrete,629,375.6499939,49,4902,5.375,25,,4,0,0,0,0,0,0,6,3,2,1,1,8,0,
SMITH ST,16,Reconstruction,67.65074448,Concrete,623,415.3299866,46,4903,6,28,,5,2,0,3,2,0,0,2,7,5,0,0,0,2,
HUDSON AVE,32,Reconstruction,88.44558124,Concrete,239,136.1000061,11,4904,5.125,55,,11,0,0,7,5,0,0,27,3,2,0,0,0,0,
DIAMOND AVE,1,Defer Maintenance,64.4331278,Concrete,101,57.50999832,78,4905,5.125,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
N CLEVELAND AVE,0,Defer Maintenance,60.25579151,Concrete,172,97.94000244,100,4906,5.125,0,,,,,,,,,,,,,,,,
BLAINE AVE,36,Reconstruction,81.29065238,Concrete,470,267.6400147,12,4907,5.125,89,,25,6,4,0,17,1,0,1,6,7,2,5,15,0,
HUMBOLDT ST,10,Reconstruction,74.18861782,Concrete,290,165.1399994,51,4908,5.125,20,,6,0,0,0,3,1,0,1,2,0,2,4,1,0,
PARKOVASH AVE,0,Defer Maintenance,60.47297297,Concrete,163,97.34999847,100,4909,5.375,0,,,,,,,,,,,,,,,,
WOODWARD AVE,36,Reconstruction,85.69241561,Concrete,396,291.5,8,4910,6.625,56,,13,1,0,0,6,0,0,15,6,15,0,0,0,0,
DIAMOND AVE,4,Defer Maintenance,49.8687672,Concrete,592,361.7799988,85,4911,5.5,7,,2,0,0,0,1,0,0,0,2,0,0,0,2,0,
VASSAR AVE,16,Reconstruction,84.0318314,Concrete,277,153.8899994,22,4912,5,43,,12,7,0,1,6,1,0,2,6,4,1,2,1,0,
BLAINE AVE,6,Reconstruction,66.61615106,Concrete,469,254.0399933,59,4913,4.875,31,,11,5,1,0,7,1,0,1,0,0,0,2,3,0,
VASSAR AVE,19,Reconstruction,85.63130331,Concrete,311,185.7400055,12,4914,5.375,75,,22,9,6,0,15,4,0,0,7,5,0,0,7,0,
N CLEVELAND AVE,13,Reconstruction,65.18225494,Concrete,515,293.2600098,59,4915,5.125,40,,14,4,0,0,7,2,0,5,1,2,1,4,0,0,
GOLDEN AVE,26,Reconstruction,83.26899137,Concrete,317,171.7100067,17,4916,4.875,87,,20,7,0,0,32,2,0,8,0,2,14,1,1,0,
WOODWARD AVE,18,Reconstruction,88.86263287,Concrete,231,170.0399933,14,4917,6.625,19,,0,0,0,1,0,0,0,9,3,6,0,0,0,0,
GOLDEN AVE,45,Reconstruction,86.79853972,Concrete,274,148.4199982,7,4918,4.875,117,,27,4,2,12,27,0,0,24,6,1,10,2,1,1,
N LAFAYETTE BLVD,11,Reconstruction,84.15313208,Concrete,185,128.4700012,31,4919,6.25,12,,1,0,0,0,0,0,0,3,2,1,0,3,2,0,
DE MAUDE AVE,0,Defer Maintenance,62.49779962,Concrete,122,81.33000183,97,4920,6,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
CALIFORNIA AVE,5,Defer Maintenance,55.2627452,Concrete,512,341.3299866,90,4921,6,10,,4,0,0,0,1,0,0,4,0,0,1,0,0,0,
CALIFORNIA AVE,21,Reconstruction,79.59572518,Concrete,276,164.8300018,36,4922,5.375,28,,4,0,0,2,1,0,0,15,1,1,3,0,1,0,
DIAMOND AVE,6,Defer Maintenance,52.92158612,Concrete,538,306.3599853,80,4923,5.125,8,,2,0,0,0,0,0,0,0,4,0,0,1,1,0,
N CLEVELAND AVE,20,Reconstruction,77.03511131,Concrete,530,478.4700012,25,4924,8.125,38,,13,0,0,0,5,0,0,0,8,12,0,0,0,0,
BLAINE AVE,18,Reconstruction,73.78626377,Concrete,539,321.8999939,35,4925,5.375,23,,3,0,0,0,2,0,0,1,8,8,0,1,0,0,
CALIFORNIA AVE,21,Reconstruction,69.96819778,Concrete,595,413.1900024,41,4926,6.25,32,,11,0,0,0,0,0,0,1,4,4,0,5,7,0,
CALIFORNIA AVE,0,Defer Maintenance,59.60949885,Concrete,255,152.2899933,96,4927,5.375,2,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
LAWNDALE AVE,28,Reconstruction,77.18975813,Concrete,501,271.3800049,23,4928,4.875,73,,22,9,6,0,5,2,1,5,6,5,0,3,9,0,
CALIFORNIA AVE,7,Reconstruction,83.47418622,Concrete,272,147.3300018,24,4929,4.875,42,,13,5,3,0,10,2,2,1,1,5,0,0,0,0,
PORTAGE AVE,25,Reconstruction,63.33280249,Concrete,328,241.4400024,30,4930,6.625,58,,19,0,0,0,14,0,0,24,0,0,0,0,0,1,
REX ST,17,Reconstruction,85.93614755,Concrete,185,110.4899979,25,4931,5.375,22,,3,1,0,0,1,0,0,2,0,0,12,2,1,0,
LELAND AVE,69,Reconstruction,78.29247834,Concrete,625,338.5400085,7,4932,4.875,118,,37,0,0,1,11,0,0,38,12,19,0,0,0,0,
ASHLAND AVE,32,Reconstruction,77.22091604,Concrete,368,199.3300018,32,4933,4.875,72,,23,5,0,0,12,0,0,13,1,0,14,2,0,2,
CUSHING ST,2,Reconstruction,72.24313869,Concrete,298,165.5599976,55,4934,5,29,,14,2,0,0,10,1,0,0,2,0,0,0,0,0,
VAN BUREN ST,0,Reconstruction,93.0019305,Concrete,295,163.8899994,0,4935,5,0,,,,,,,,,,,,,,,,
VAN BUREN ST,0,Reconstruction,92.88169962,Concrete,297,181.5,0,4936,5.5,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
VAN BUREN ST,11,Reconstruction,78.22599273,Concrete,284,181.4400024,40,4937,5.75,21,,3,2,1,0,1,2,1,3,3,2,0,1,2,0,
VAN BUREN ST,0,Defer Maintenance,62.16216216,Concrete,93,59.41999817,100,4938,5.75,0,,,,,,,,,,,,,,,,
VAN BUREN ST,16,Reconstruction,78.32329586,Concrete,302,155.1900024,37,4939,4.625,36,,6,1,0,5,7,1,0,6,5,1,1,2,1,0,
PARK AVE,61,Reconstruction,66.29923509,Concrete,752,386.4400024,32,4940,4.625,118,,35,2,0,0,19,1,0,20,3,0,25,10,3,0,
MANITOU PL,23,Reconstruction,78.5930677,Concrete,307,170.5599976,35,4941,5,45,,19,1,0,0,2,0,0,4,0,0,16,3,0,0,
LAWNDALE AVE,20,Reconstruction,74.21813456,Concrete,454,252.2200012,35,4942,5,68,,15,5,0,5,18,5,0,9,7,0,2,1,1,0,
PIERCE ST,8,Reconstruction,74.68870049,Concrete,352,180.8899994,44,4943,4.625,34,,10,0,1,0,10,4,1,5,3,0,0,0,0,0,
PIERCE ST,0,Defer Maintenance,59.62042782,Concrete,364,187.0599976,88,4944,4.625,8,,4,2,0,1,0,1,0,0,0,0,0,0,0,0,
DIAMOND AVE,7,Defer Maintenance,50.29830388,Concrete,589,335.3999939,84,4945,5.125,7,,0,0,0,0,0,0,0,4,0,1,0,2,0,0,
BLAINE AVE,51,Reconstruction,68.48127365,Concrete,721,400.5599976,30,4946,5,98,,20,3,1,0,19,3,1,27,11,1,3,2,7,0,
LELAND AVE,15,Reconstruction,82.21333019,Concrete,172,109.8899994,36,4947,5.75,25,,6,0,0,0,4,0,0,9,1,0,4,1,0,0,
N CLEVELAND AVE,15,Reconstruction,70.96595606,Concrete,385,197.8500061,53,4948,4.625,26,,9,0,0,0,2,0,0,5,3,0,2,3,2,0,
HARRISON AVE,19,Reconstruction,77.80993795,Concrete,378,194.25,33,4949,4.625,39,,8,1,1,7,1,1,1,11,3,4,0,0,1,0,
COTTAGE GROVE AVE,21,Reconstruction,63.09851638,Concrete,724,462.5599976,49,4950,5.75,57,,13,10,2,0,1,8,2,5,0,4,5,4,3,0,
LINDSEY AVE,6,Reconstruction,81.81225261,Concrete,264,168.6699982,30,4951,5.75,34,,5,2,4,9,2,2,4,2,0,4,0,0,0,0,
LINDSEY AVE,9,Reconstruction,88.34110559,Concrete,261,148.6199951,9,4952,5.125,63,,10,12,7,6,4,8,7,1,2,0,1,0,5,0,
LINDSEY AVE,18,Reconstruction,84.84356613,Concrete,313,199.9700012,18,4953,5.75,36,,10,0,1,0,4,0,3,0,2,5,0,3,8,0,
LINDSEY AVE,7,Reconstruction,80.3377649,Concrete,167,106.6900024,43,4954,5.75,11,,3,0,0,0,1,0,0,2,0,0,2,1,2,0,
BLAINE AVE,4,Reconstruction,84.59849693,Concrete,100,51.38999939,36,4955,4.625,7,,1,1,0,0,0,1,0,1,0,0,0,2,1,0,
LAWNDALE AVE,0,Reconstruction,88.48938224,Concrete,482,301.25,0,4956,5.625,0,,,,,,,,,,,,,,,,
N LAFAYETTE BLVD,0,Defer Maintenance,64.06853282,Concrete,14,9.32999992,100,4957,6,0,,,,,,,,,,,,,,,,
PORTAGE AVE,55,Reconstruction,59.46973197,Concrete,492,273.3299866,25,4958,5,105,,25,4,0,0,21,0,0,20,5,0,26,4,0,0,
W NAVARRE ST,22,Reconstruction,77.9547256,Concrete,372,196.3300018,33,4959,4.75,39,,9,0,0,0,8,0,0,6,0,0,9,2,5,0,
EUCLID AVE,27,Reconstruction,62.00436673,Concrete,899,474.4700012,35,4960,4.75,109,,17,17,3,10,13,19,3,13,10,2,0,0,1,1,
DIAMOND AVE,3,Reconstruction,87.27237583,Concrete,261,137.75,13,4961,4.75,53,,12,12,2,0,10,12,2,2,1,0,0,0,0,0,
N CLEVELAND AVE,22,Reconstruction,70.87905916,Concrete,763,402.6900024,14,4962,4.75,162,,19,30,8,22,20,33,8,11,3,2,1,1,4,0,
POPLAR ST,0,Reconstruction,78.5361495,Concrete,203,124.0599976,44,4963,5.5,27,,8,7,0,5,4,3,0,0,0,0,0,0,0,0,
HARRISON AVE,25,Reconstruction,73.42882915,Concrete,503,307.3900147,34,4964,5.5,67,,18,5,1,2,10,5,1,11,3,2,1,3,5,0,
FASSNACHT AVE,18,Reconstruction,82.39133025,Concrete,342,209,22,4965,5.5,45,,6,2,1,15,2,1,0,2,2,2,1,1,10,0,
STUDEBAKER ST,13,Reconstruction,83.51009745,Concrete,300,200,21,4966,6,52,,7,6,1,11,7,1,6,4,1,0,0,3,5,0,
HARRISON AVE,8,Reconstruction,70.51456143,Concrete,318,212,60,4967,6,14,,5,0,0,0,1,0,0,5,2,1,0,0,0,0,
N MAIN ST,10,Reconstruction,75.13548768,Concrete,202,165.5299988,55,4968,7.375,13,,2,0,0,0,1,0,0,9,0,0,1,0,0,0,
N MAIN ST,14,Reconstruction,85.0652213,Concrete,190,168.8899994,27,4969,8,23,,0,0,0,0,5,4,0,11,2,0,1,0,0,0,
W MARION ST,33,Reconstruction,63.64842983,Concrete,367,316.0299988,29,4970,7.75,33,,0,0,0,0,0,0,0,32,1,0,0,0,0,0,
N LAFAYETTE BLVD,19,Reconstruction,68.66070821,Concrete,439,396.3200073,55,4971,8.125,34,,10,0,0,0,5,0,0,19,0,0,0,0,0,0,
W MARION ST,18,Reconstruction,61.89479737,Concrete,422,257.8900147,31,4972,5.5,25,,6,0,0,0,1,0,0,1,3,5,0,0,9,0,
LAPORTE AVE,12,Defer Maintenance,55.66850316,Concrete,387,236.5,66,4973,5.5,23,,7,0,0,2,2,0,0,12,0,0,0,0,0,0,
